,can,active,decoy
205,Cc1[nH+]c(cc(n1)N2CCCCC2)Nc3ccc(cc3)NC(=O)CCC4CCCCC4,0,1
206,C[C@H]([C@H]1C(=O)Nc2ccccc2S1)C(=O)Nc3ccccc3Cl,0,1
207,Cc1cc(cc(c1)NC(=O)Nc2cnn(c2c3ccccc3)c4c(cc(cc4Cl)Cl)Cl)C,0,1
208,CC(C)(C)c1ccc(cc1)c2nc(on2)C[NH+]3CCC[C@H](C3)C(=O)NC45CC6CC(C4)CC(C6)C5,0,1
209,c1ccc2c(c1)nc(n2CC3CC[NH+](CC3)CC(=O)Nc4ccc(c(c4)Cl)Cl)C(F)(F)F,0,1
210,Cc1ccc(cc1NC(=O)[C@H](C)Nc2cccc(c2)NC(=O)c3cccs3)F,0,1
211,CCCN1C(=C([C@@H](NC1=O)c2ccc(cc2)NC(=O)NC34CC5CC(C3)CC(C5)C4)C(=O)OCCOC)C,0,1
212,c1cc(sc1)c2csc(n2)c3cnn(c3N)c4ccc(cc4)F,0,1
213,CCOc1cc(cc(c1OCc2ccccc2Cl)Br)C[NH2+]C3CCCCCC3,0,1
214,Cc1ccccc1C(=O)N[C@H](C(C)C)C(=O)NC[C@@H](c2cccs2)[NH+]3CCC(CC3)C,0,1
215,CCOc1ccccc1CN(C[C@H]2CCCO2)C(=S)NC3CC([NH2+]C(C3)(C)C)(C)C,0,1
216,Cc1ccc(c(c1)S(=O)(=O)/N=C\2/[C@@H]([NH+]=c3ccccc3=N2)Nc4ccc(c(c4)C)Br)C,0,1
217,COC(=O)[C@@H]1CC2=C3CC=CC=C3N=C2[C@@H]4N1[C@@H](C[C@@H](C4)[NH2+]Cc5cccs5)c6ccc(cc6)F,0,1
218,CC[C@H](C)[C@@H](C(=O)N[C@H](C)CC)NC(=O)[C@@H]1CC2=c3ccccc3=[NH+][C@@H]2[C@@H]4N1C(=O)c5c4cccc5,0,1
219,CCCCC[C@H](C(=O)NC1CCCCC1)N(C(=O)[C@H](CC)CCCC)C(C)(C)C,0,1
220,Cc1cccc(c1)/C=C/2\C(=O)Nc3cc(ccc3S2)C(=O)NCC[NH+](C)C4CCCCC4,0,1
221,CCOc1ccc(cc1)N[C@H]2/C(=N/S(=O)(=O)c3cc(ccc3Cl)Cl)/N=c4ccccc4=[NH+]2,0,1
222,c1ccc(cc1)N[C@H]2c3cc(ccc3NC2=O)Br,0,1
223,c1cc(c(cc1COc2ccc(cc2C[NH2+]C3CCCCCC3)Cl)Cl)Cl,0,1
224,Cc1cc(c(c(c1Cl)S(=O)(=O)Oc2ccc(cc2Cl)C(=O)[O-])C)Cl,0,1
225,Cc1cccc(c1C)NC(=O)NC(=O)CSc2nnc(n2c3ccc(cc3)Cl)[C@@H](C)[NH+](C)C,0,1
226,Cc1c(cccc1N)CN2CCO[C@@H]3[C@@H]2CCCC3,0,1
227,Cc1cc(ccc1OCC(=O)NNC2=c3cc(cc(c3=[NH+]C2=O)Br)Br)Cl,0,1
228,c1cc(ccc1/C=C\2/C(=O)N/C(=N/c3ccc(cc3)Cl)/S2)Cl,0,1
229,CC(=O)C1=C(NC(=S)N[C@@H]1c2ccsc2)c3ccc(cc3)Br,0,1
230,Cc1ccc(cc1)/C=C/2\C(=O)N/C(=N/c3cccc(c3)C)/S2,0,1
231,C[C@H](c1cccc(c1)Cl)[NH2+][C@H]2c3c(cccc3Cl)NC2=O,0,1
232,COc1ccc(cc1CSc2nc3ccccc3s2)[C@@H]4[C@@H]5C(=c6ccccc6=[NH+]5)C[C@@H](N4)C(=O)[O-],0,1
233,CC(C)c1c(sc(n1)N)Cc2cc(c(cc2F)F)F,0,1
234,C[C@H]1CCC[C@H]([C@@H]1C)NC(=O)/C=C/c2ccc(o2)Br,0,1
235,CCC[NH2+][C@@H](c1cccc(c1)C(F)(F)F)c2ccc(s2)Cl,0,1
236,C[NH+]1C/C(=C\c2ccc(cc2)Cl)/C3=C(C1)[C@@H](n4c(ncn4)N3)c5ccc(cc5)Cl,0,1
237,Cc1cc([nH+]c2c1cc(cc2)NC(=O)COc3ccc(cc3Cl)Cl)N4CCN(CC4)C,0,1
238,C[NH+]1CCN(CC1)[C@H](CNC(=S)Nc2ccc(c(c2)Cl)Cl)c3cccs3,0,1
239,c1ccc2c(c1)CCC[C@@H]2NC(=O)[C@@H]3CCC[NH+](C3)Cc4nc(no4)c5cccc(c5)Br,0,1
240,Cc1ccccc1OC[C@H](C[NH+](CCCOC)Cc2[nH]c(=O)c3c(csc3n2)c4ccccc4F)O,0,1
241,C[C@H](c1ccc(s1)Cl)Nc2ccc(c(n2)C#N)Cl,0,1
242,c1ccc(cc1)n2cc(cn2)C[NH+]3CCC4(CC3)C[C@@H]4C(=O)Nc5ccc(c(c5)F)F,0,1
243,COc1cc(cc(c1O)Cl)[C@@H]2C3=C(C[C@@H](CC3=O)c4ccc(cc4)Cl)Nc5ccccc5N2,0,1
244,CCc1cccc(c1)N/C(=N\C(=O)c2ccc(cc2)Br)/NCCC3=c4ccccc4=[NH+]C3,0,1
245,c1ccc(c(c1)C2(C3CC4CC(C3)CC2C4)O)NC(=O)C5CC5,0,1
246,C[C@H](c1ccco1)Nc2ccc(cc2Br)F,0,1
247,Cc1ccccc1CN([C@H]([C@@H]2CCC=CC2)C(=O)Nc3ccc(cc3)OC)C(=O)CSc4nc(cc(n4)C)C,0,1
248,Cc1cccc(c1)N(C)c2ccc(cc2N)F,0,1
249,c1cc(ncc1Br)C(=O)NC2CC2,0,1
250,COCCCNC(=O)c1c2c(sc1NC(=O)/C(=C/c3ccc(cc3Cl)Cl)/C#N)CCCC2,0,1
251,Cc1ccnc(c1)NC(=O)c2cc(cc(c2)Br)F,0,1
252,c1ccc2c(c1)nc(s2)n3c(c4c(n3)CCC4)NC(=O)c5cc(sc5Cl)Cl,0,1
253,COc1ccc(cc1[C@H](c2ccc3c(c2)CC(=O)N3)Cl)Cl,0,1
254,CCN(CC)c1ccc([nH+]c1N(CC)CC)N2CCN(CC2)C(=O)[C@]3(CCc4c(c(c(c(c4O3)C)C)O)C)C,0,1
255,c1ccc(cc1)N(c2ccccc2)Nc3c(c([nH+]cn3)Nc4ccc(cc4)I)N,0,1
256,Cc1ccc(c(c1)C)NC(=O)C2=C(n3c4ccccc4nc3N[C@H]2c5ccc(cc5)C(C)C)C,0,1
257,c1cc(ccc1/C=C/2\C(=O)N/C(=N/c3ccc(cc3)F)/S2)Cl,0,1
258,Cc1ccc2c(c1)c3c4n2CC[NH+]([C@H]4CCC3)CC(=O)N/N=C/c5ccccc5Cl,0,1
259,C[C@H](C(=O)NC(=O)N1CCC(CC1)CC(=O)N)Cl,0,1
260,COc1ccc(cc1C(F)(F)F)C(=O)N2C[C@H](C3(C2)CC[NH2+]CC3)C(=O)NC4CCCCCC4,0,1
261,CCC[NH+](Cc1[nH]c(=O)c2c(csc2n1)c3ccc(cc3C)C)C[C@](C)(C=C)O,0,1
262,c1cc(sc1)/C=N/c2ccc3c(c2)nc([nH]3)c4ccc(cc4Cl)Cl,0,1
263,Cc1ccc(c(c1)NC(=O)/C=C/c2cc3c(c(c2)Cl)OCO3)C,0,1
264,Cc1cc(ccc1Br)NC(=O)Cc2csc(n2)NC(=O)[C@H]3CC(=O)N(C3)c4ccccc4,0,1
265,c1cc(ccc1C(=O)Nc2nc3c(s2)ccc(c3Cl)Cl)C(F)(F)F,0,1
266,Cc1nccc(n1)N[C@H]2CCC[C@@H]([C@@H]2C)C,0,1
267,CC(C)n1c(cc2c1CCNC2=O)c3ccnc(n3)N,0,1
268,Cc1ccc(cc1)Cn2cccc2C3=N[C@H](CO3)CSCc4cccc(c4)C,0,1
269,C[C@@]1(Nc2ccccc2C(=O)N1Cc3ccco3)c4ccc(cc4)Br,0,1
270,CC[NH+](CC)CCN(c1nc2c(c(ccc2s1)Cl)C)C(=O)CCCSc3ccc(cc3)F,0,1
271,CNC(=O)c1cccc2c1c(ccc2)[S@@](=O)c3ccccc3,0,1
272,CCOc1cc(ccc1OCc2cccc(c2)C)C[NH2+][C@@H](C)c3ccccc3,0,1
273,Cc1ccc(cc1NC(=O)NCC2CCCC2)Cl,0,1
274,CC[NH2+][C@H](c1ccc(c(c1)Br)OC)c2cc(ccc2Br)F,0,1
275,CC1=CC(N(c2c1cc(cc2)[C@@]3(CC(N(c4c3cccc4)C(=O)C=C)(C)C)C)C(=O)c5ccc(cc5)F)(C)C,0,1
276,C[C@H]1CCC[C@@H]([C@@H]1C)NC(=O)[C@@H]2C=C(N=C2C)c3ccc(cc3)F,0,1
277,Cc1cc(c(n1C)C)C(=O)c2c(c3cccnc3s2)N,0,1
278,CC[NH2+][C@H](C)c1c(nc(s1)c2cc(c(o2)Br)Br)C,0,1
279,c1ccc(c(c1)c2nc(on2)C[NH+]3CCC(CC3)C(=O)NCCSCc4ccc(cc4)F)Cl,0,1
280,Cc1ccc(cc1)NC(=O)[C@@H](C)Sc2[nH]c(=O)c3c(c(sc3n2)C)c4ccccc4,0,1
281,C[NH+](Cc1[nH]c(=O)c2c(csc2n1)c3ccc(cc3)F)CC(=O)Nc4cccc(c4)F,0,1
282,C1COCC[NH+]1CC(=O)NCCNc2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl,0,1
283,C[C@H](c1ccccc1)[NH2+]Cc2cc(c(c(c2)Br)OCc3ccc(cc3Cl)Cl)OC,0,1
284,Cc1ccccc1n2c(nnc2S[C@@H](C)C(=O)Nc3ccc(cc3)I)C,0,1
285,CCOc1ccc(cc1OCC)[C@H](C)NC(=O)C2CC[NH+](CC2)Cc3nc(no3)c4ccc(cc4)Cl,0,1
286,CCOC(=O)C1=C(NC(=O)N[C@@H]1c2ccccc2)COC(=O)[C@H](C(C)C)NC(=O)c3ccc(cc3)C,0,1
287,c1ccc2=[NH+]CC(=c2c1)[C@H](CNC(=O)c3ccc(cc3)OC(F)F)c4cccs4,0,1
288,c1cc(sc1)C(=O)[C@H]2[C@@H]([C@@H]3CSCN3[C@]24c5cc(ccc5NC4=O)F)c6ccc(cc6)Cl,0,1
289,Cc1ccc(cc1Cl)NC(=O)CCSc2ccc3ccccc3n2,0,1
290,CC1CCC(CC1)NC(=O)N2C[C@H](C[C@@H]2C(=O)[O-])O,0,1
291,Cc1c2c(n(n1)C)NC(=O)CS[C@H]2c3cccc4c3cccc4,0,1
292,c1ccc(cc1)[C@]23CSCC(=O)N2CCCN3,0,1
293,c1cc(cnc1)c2c(c(nc3c2c(=O)nc4n3ccs4)N)C#N,0,1
294,CCOc1cc(ccc1OCc2cccc(c2)Cl)C[NH2+][C@H](C)c3ccccc3,0,1
295,Cc1c(c(n(n1)c2ccccc2)Oc3ccc(cc3)OC)C[NH+](CC4CC4)C[C@H](COCC=C)O,0,1
296,COc1cc2c(cc1OC)NC3=C([C@@H]2c4ccc(c(c4)Cl)Cl)C(=O)CCC3,0,1
297,Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)C[NH+]4CCN(CC4)Cc5ccccc5F)C,0,1
298,CN(Cc1ccn[nH]1)C(=O)[C@@H]2C[C@H](C[NH+]2Cc3c(cccc3Cl)F)Sc4ccc(cc4)OC,0,1
299,Cc1ccc(cc1)C23C[C@H]4C[C@@H](C2)CC(C4)(C3)NC(=O)NCCSCc5cccs5,0,1
300,CCCOc1c(cc(cc1Cl)C[NH2+][C@H](C)C23CC4CC(C2)CC(C4)C3)OC,0,1
301,CCOc1ccc(cc1[C@@H](c2cccc(c2)I)[NH2+]C)Br,0,1
302,c1ccc(c(c1)CSc2[nH]c3ccccc3n2)Cl,0,1
303,Cc1ccc(cc1)NC(=O)/C(=C/c2ccc(s2)Cl)/C#N,0,1
304,c1ccc(cc1)[N-]S(=O)(=O)c2cc[nH+]c3c2cccc3,0,1
305,c1cc(ccc1F)S(=O)(=O)NCC2CCC(CC2)C(=O)NC[C@@H]3CCC[NH+]4[C@H]3CCCC4,0,1
306,Cc1c(c(n[nH]1)C(=O)N2CC[C@H]3CCCC[C@H]3C2)N,0,1
307,C=CCn1c2c(c(n1)C(=O)N3CCCCCC3)C[C@H](CC2)[NH2+]CCc4c[nH]c5c4cccc5,0,1
308,C[C@H]1CCCCN1C(=O)[C@@H](C)NC(=O)Nc2cccc(c2)Br,0,1
309,Cc1cccc(c1S(=O)(=O)N2CCc3c(ccs3)[C@@H]2C)N,0,1
310,Cc1cc(ccc1NC(=S)Nc2ccc(c(c2)Cl)Cl)Cl,0,1
311,Cc1nc(cc(n1)[C@H]2C[NH+]3CC[C@H]2C[C@@H]3C[NH2+]Cc4ccc(cc4)NC(=O)C)c5ccco5,0,1
312,Cc1c(sc(n1)C)[C@H](C)[NH2+][C@@H](C)c2ccc(cc2Br)Br,0,1
313,C[C@@H]1CCc2c(c(=S)sc(c2C#N)NC(=O)CCCOc3ccc(cc3Br)C(C)C)C1,0,1
314,C/C(=N/NC(=O)c1ccc(cc1Cl)Cl)/C(C)(C)C,0,1
315,CCOc1ccccc1CCNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccc(o4)c5ccccc5,0,1
316,CCC[C@H](c1nnnn1CCc2ccccc2)[NH+](Cc3cc4cc(ccc4[nH]c3=O)C)C5CCCC5,0,1
317,CCN(CC)c1ccc2cc(/c(=[NH+]/c3cccc(c3Cl)Cl)/oc2c1)C(=S)N,0,1
318,c1csc(n1)CNC(=O)CC23C[C@H]4C[C@@H](C2)CC(C4)(C3)Br,0,1
319,CCOc1cc(cc(c1O)Br)/C=C\2/C(=O)N(C(=S)S2)NC(=O)c3ccc(cc3)Cl,0,1
320,CCC[NH2+][C@@H](c1ccc(s1)c2ccc(cc2)I)C(C)C,0,1
321,c12c(c(c(s1)Br)Br)sc(c2Br)Br,0,1
322,CC1=CC[C@H](O1)C[NH+](C)Cn2c(=S)n(c(n2)C3=c4ccccc4=[NH+]C3)c5ccc(cc5)Cl,0,1
323,c1cc(ccc1SCc2nc(c3ccsc3n2)NN)Cl,0,1
324,CCN(c1ccccc1)C(=O)c2ccc(cc2)NC(=O)CNc3cccc(c3)C(=O)NCCCOC,0,1
325,CCc1cc(=O)c2c(ccc(c2[nH]1)Cl)Cl,0,1
326,Cc1ccccc1[C@H](c2ccccc2)NC(=O)[C@@H]3CCC[NH+](C3)Cc4nc(no4)c5ccc(cc5)C(C)(C)C,0,1
327,Cc1ccn2c(c1)[nH+]c(c2NC3CCCCC3)c4ccccc4OC(=O)C5CCC5,0,1
328,CC[C@@H](C)[C@H]1C(=O)N(C2([NH2+]1)CCN(CC2)S(=O)(=O)c3cccc(c3Cl)Cl)Cc4ccccc4,0,1
329,CCc1c(c(n(n1)c2ccccc2)Oc3cccc(c3)OC)C[NH+](CC4CC4)C[C@@H](COC(C)C)O,0,1
330,Cc1ccccc1/[NH+]=c\2/n(c(cs2)c3ccc(cc3)OC)CCc4ccc(c(c4)OC)OC,0,1
331,CCN(CC)c1cc([nH+]c(n1)C)Nc2ccc(cc2)NS(=O)(=O)c3cc(ccc3Cl)Cl,0,1
332,c1cc(c(cc1Oc2nccs2)Cl)N,0,1
333,Cc1ccccc1C[NH+]2CCC(CC2)CNC(=O)c3cc4ccc5cccnc5c4[nH]3,0,1
334,Cc1cc([nH]n1)C(=O)Nc2cc(c[nH]c2=O)C(F)(F)F,0,1
335,c1ccc2c(c1)cnn(c2=O)Cc3cc(ccc3Cl)N,0,1
336,Cc1cc(c(cc1Nc2c(c(nc[nH+]2)N(C)c3ccccc3)N)Cl)[C@@H](C#N)c4ccc(cc4)Cl,0,1
337,C[C@@H]1CN(CC(O1)(C)C)C(=O)c2c(c([nH]n2)C(C)C)N,0,1
338,Cc1ccc(cc1)[C@H](CNC(=O)c2cnc(nc2Cl)SCc3ccc(cc3)F)[NH+]4CCCC4,0,1
339,c1cc(c(c(c1)Cl)C[NH+]2CCC[C@@H](C2)C(=O)Nc3ccc(cc3F)F)Cl,0,1
340,CC1(CCC[C@]2([C@H]1CC[C@]([C@H]2C[C@](C)(C=C)O)(C)O)C)C,0,1
341,C[C@@H]1CCC[C@H](C1)NC(=O)c2ccc(cc2Br)F,0,1
342,c1ccc(c(c1)[C@H]2CC(=Nc3n2c4ccccc4[nH+]3)c5cccc(c5)Br)OC(F)F,0,1
343,Cc1c(cccc1Cl)NC(=S)N(Cc2ccc(cc2)F)C3CC([NH2+]C(C3)(C)C)(C)C,0,1
344,Cn1c(cc(n1)C2CCCC2)[C@H]3C[NH+]4CC[C@@H]3C[C@@H]4CNC(=O)Nc5ccccc5,0,1
345,c1cc(ccc1[C@H]2N3[C@@H](CS2)C(=O)N(C3=S)c4ccc(cc4)Cl)Br,0,1
346,COc1ccc2=[NH+][C@H]3[C@@H](N(CCC3=c2c1)C(=O)Nc4cccc(c4)F)c5ccc(cc5)F,0,1
347,CCN(CC)c1ccc2c(c1)Oc3ccc(cc3[C@@]24c5ccccc5C(=O)O4)Nc6cccc(c6)Cl,0,1
348,Cc1cc[nH+]c(c1)N[C@@H](c2ccc(cc2)C(C)(C)C)c3ccc4cccnc4c3O,0,1
349,CCCCCCN([C@H](c1cc(ccc1Cl)[N+](=O)[O-])C(=O)NCCCC)C(=O)CNC(=O)c2ccccc2,0,1
350,c1ccc2=[NH+]CC(=c2c1)CCNC(=O)[C@H]3C=C4[NH+]=C(C=C(N4N3)C(F)(F)F)c5ccc(cc5)F,0,1
351,CC(C)c1ccc(cc1)C2=NC(=CC3=c4ccccc4=[NH+][C@H]32)C(=O)NCc5ccccc5,0,1
352,Cc1ccsc1CNC(=O)[C@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccc(o4)c5ccc(cc5)F,0,1
353,c1ccc2c(c1)CC[C@H](C2)Nc3ccc4c(c3N)ncs4,0,1
354,Cc1cc([nH+]c2c1cc(cc2)NC(=O)CCC(=O)Nc3ccc(cc3Cl)F)N4C[C@H](C[C@@H](C4)C)C,0,1
355,Cc1c(sc(n1)Nc2ccc(cc2Cl)F)C(=O)C,0,1
356,CCOCCn\1c2ccc(cc2s/c1=N\C(=O)CCCSc3ccc(cc3)Cl)S(=O)(=O)N,0,1
357,Cc1ccc(o1)[C@H](C)[NH2+]Cc2cc(c(c(c2)Br)OC)Br,0,1
358,Cc1c(sc(n1)N)C(=O)N[C@@H]2CCC[C@@H](C2)C,0,1
359,CC1=CC(=C)NC(=O)[C@H]1C2=CC(=NCCN2)C(F)(F)F,0,1
360,CCCCSc1nc2n(n1)[C@@H](C(=C(N2)C)C(=O)Nc3ccc(cc3)C)c4ccc(cc4Cl)Cl,0,1
361,c1ccc(cc1)[C@@]2([C@@H]3[C@H]4C[C@H]5[C@@H]3[C@]6([C@@H]2[C@@H]4[C@@H]5[C@@H]6Br)O)O,0,1
362,C[C@@H](c1ccc(cc1)NS(=O)(=O)C)[NH2+]Cc2ccc(o2)c3ccc(cc3)C(F)(F)F,0,1
363,Cc1ccc(cc1)N\2C(=O)[C@H](S/C2=C(\C#N)/C(=O)Nc3ccc(cc3)Cl)Cc4ccccc4Cl,0,1
364,Cc1cccc(c1)C[NH+]2CCC(CC2)CNC(=O)c3cc4c(n3C)c5ccccc5[nH]c4=O,0,1
365,CC[NH+](CC)c1ccc(cc1)NC(=O)CSc2nc([nH]n2)N/N=C/c3cccc(c3)Oc4ccccc4,0,1
366,Cc1c(sc(n1)c2ccc(cc2)Cl)C(=O)NC3CC([NH2+]C(C3)(C)C)(C)C,0,1
367,c1cc(ccc1CNC(=O)c2c(nccn2)C(=O)Nc3ccc(cc3)SC4CCCC4)F,0,1
368,Cc1cc(c2ccc(cc2n1)F)C(=O)Nc3ccc(cc3)S(=O)(=O)/N=C/4\CCCCCN4,0,1
369,CC(C)(C#Cc1ccc(cc1)C[NH+]2CCC3(CC2)C[C@H]3C(=O)NCCC4=CCCCC4)O,0,1
370,C[C@@H](CC(=O)N1CCC2(CC1)[NH2+][C@H](CS2)C(=O)NCc3cccc(c3)C(F)(F)F)CC(C)(C)C,0,1
371,C[NH2+][C@H](c1ccc(c(c1)Br)OC)c2ccc(cc2Cl)Br,0,1
372,Cc1cccc(n1)Cn2cnc3c(c2=O)c4c(s3)C[C@@H](CC4)NC5c6ccccc6-c7c5cccc7,0,1
373,COc1ccccc1/C=C/c2c(n3cccc(c3[nH+]2)OCc4ccccc4)NC5CCCCC5,0,1
374,COc1ccc(cc1)[C@H](C(=O)Nc2ccc(cc2)OC)N(Cc3ccco3)C(=O)CC4=c5ccccc5=[NH+]C4,0,1
375,C/C(=C/C(=O)NC1(CC1)c2ccc(c(c2)Cl)Cl)/C3CC3,0,1
376,COc1ccc2ccccc2c1/C=N/N3[C@@H](N=[NH+]C3=S)c4ccc(cc4Cl)Cl,0,1
377,Cc1ccc2=[NH+]CC(=c2c1)CCN3C[C@H](CC3=O)C(=O)N[C@@H]4Nc5c(cccc5S4)C,0,1
378,Cc1cc(c(cc1Cl)C)S(=O)(=O)NC[C@@H](c2ccc(cc2)N(C)C)[NH+]3CCCC3,0,1
379,C[C@H](C/C(=C(/C#N)\C(=O)Nc1ccccc1Cl)/[O-])C(C)(C)C,0,1
380,c1cc(ccc1[C@@H](CO)Nc2ccc(cc2)Br)Cl,0,1
381,Cc1ccc(cc1)[C@@H](c2cc(sc2NC(=O)c3ccccc3)C)Nc4cc(cc[nH+]4)C,0,1
382,CN(c1cccc(c1)F)c2ccc(cc2N)F,0,1
383,Cc1cccc(c1NC(=S)N(CCCn2cc[nH+]c2)Cc3ccccc3Cl)Cl,0,1
384,CC(C)[C@@H](C[NH+](CCCOC)CC(=O)N(CCc1c[nH]c2c1cccc2)Cc3ccc(cc3)C(C)(C)C)O,0,1
385,Cc1c(n2ccccc2n1)[C@@H]3NC(=Nc4n3c5ccccc5n4)N,0,1
386,c1ccn2c(c1)nc(c2N)c3cccc(c3)Br,0,1
387,c1ccc(cc1)C[C@@H](C[NH+](Cc2ccco2)Cc3[nH]c(=O)c4c5c(sc4n3)CCCC5)O,0,1
388,c1ccc(c(c1)C[NH2+]C2C3CC4CC(C3)CC2C4)OCc5ccc(cc5)F,0,1
389,CCc1ccc2c(c1)cc(c(=O)[nH]2)[C@H](c3nnnn3C(C)(C)C)[NH+](Cc4ccccc4)Cc5ccc(cc5)F,0,1
390,c1ccc(c(c1)C(=O)NC2CCCCC2)NC(=O)[C@@H]3CCC[NH+](C3)Cc4ccc(cc4)Br,0,1
391,Cc1cccc2c1[nH]c(cc2=O)CSc3ccccc3NC(=O)c4cccc(c4)Cl,0,1
392,c1cc(cc(c1)NC(=O)c2ccc(cc2Cl)Cl)C(=O)Nc3ccc(c(c3)Cl)F,0,1
393,c1ccc(cc1)[C@H]2CC[C@@H](C[NH+]2Cc3ccc(cc3F)F)C(=O)NCc4cccc(c4)C(F)(F)F,0,1
394,C[C@H](c1ccccc1N[C@H](c2cccs2)C(C)C)O,0,1
395,CC1(Cc2c(sc3c2c(nc(n3)SC)NNC(=O)c4ccccc4Br)CO1)C,0,1
396,Cc1c(c2c(s1)ncn(c2=O)[C@H](C)C(=O)Nc3ccc(cc3)Cl)c4ccc(cc4)Br,0,1
397,C[C@@H]1C[C@H](CN(C1)C(=O)CN2CC[NH+](CC2)CC(=O)N[C@@H](c3ccc(cc3)F)c4cccs4)C,0,1
398,Cc1cc(ccc1[C@@H](C)Oc2cc(sc2C(=O)N)c3cnc4n3cccc4)C[NH2+]C(C)(C)C,0,1
399,C[C@H]1CC[C@@H]([C@@H](C1)OC(=O)CSc2[nH]c3ccccc3n2)C(C)(C)C,0,1
400,c1ccc(cc1)[C@@H]([C@H]2c3cccc4c3c(ccc4)C2=O)Nc5ccccc5,0,1
401,Cn1c(nnn1)SCC[NH2+]Cc2cc(ccc2OCc3ccc(cc3Cl)Cl)Br,0,1
402,c1ccc(cc1)[C@@H](c2cccs2)NC(=O)[C@@H]3CCC=CC3,0,1
