,can,active,decoy,score,time
169,CC[C@@H](C)CN1C(=O)[C@@H]([NH2+]C12CCN(CC2)C(=S)Nc3ccccc3F)[C@@H](C)CC,0,1,-8.5,16.00776434
170,c1ccc2c(c1)c(cs2)[C@@H]3Nc4ccccc4C(=O)N3,0,1,-9.3,4.57531929
171,CCOc1ccc(cc1)n2c(nnc2SCC(=O)N/N=C/c3ccc(cc3)C(C)(C)C)c4ccc(cc4)Cl,0,1,-9.6,39.98640108
172,C=CCNC(=O)c1ccccc1NC(=O)C2CC[NH+](CC2)Cc3ccc(c(c3)Cl)Cl,0,1,-7.2,18.27532482
173,Cc1nc2cc(c(cc2s1)N)N3CCC(CC3)(C)C,0,1,-6.4,4.862410784
174,c1c(c(cc(c1Cl)Cl)Cl)NC(=O)c2cc(c(s2)Br)Br,0,1,-8.2,5.873443604
175,c1ccc(cc1)C(=O)N[C@@H](c2c3ccccc3c(=O)[nH]n2)C(=O)N/N=C/c4ccccc4OCc5ccc(cc5)Cl,0,1,-10.2,41.34814525
176,CC[C@@H](C)Oc1c(cc(cc1Cl)Cl)N,0,1,-6.1,4.380693674
177,Cc1ccc(cc1C)NC(=O)Nc2cccc(c2)SC,0,1,-7.8,6.389418364
178,Cc1c(sc(c1C#N)NC(=O)[C@H]2Cc3ccccc3O2)C,0,1,-7.9,6.556526661
179,CC1(CC[C@H](c2c1cccc2)Nc3cccc(c3)C#N)C,0,1,-9.9,5.230605841
180,CCOc1cc(ccc1OCc2ccc(s2)Br)C[C@@H](C)[NH3+],0,1,-7.6,10.62106609
181,c1ccc2=[NH+][C@H]3CN(CCC3=c2c1)C(=O)NCCCC(=O)Nc4cccc(c4)Br,0,1,-9.6,16.25959539
182,CCc1cc2cc3c(cc2[nH]c1=S)OCCO3,0,1,-7.9,3.190950871
183,CC[C@H](C)[C@H](C)Nc1ccc(cc1Cl)Cl,0,1,-6.6,4.201048136
184,CCc1cc(c(s1)NC(=O)c2ccco2)[C@H](c3ccc(cc3)Br)Nc4cccc[nH+]4,0,1,-7,17.81727481
185,CC(C)CCNc1nc2ccc(cc2s1)N,0,1,-7,5.415271044
186,CC(C)c1cccc2c1NC[C@H](C2)C3CCCCC3,0,1,-7.9,4.372286558
187,c1ccc(cc1)/N=C/2\NC(=O)/C(=C\c3cccc(c3)C(F)(F)F)/S2,0,1,-8.9,8.574159145
188,Cc1c(c(no1)c2ccccc2Cl)C(=O)N3C[C@@H](C4(C3)CC[NH2+]CC4)C(=O)N[C@@H]5CCCC[C@@H]5C,0,1,-7.3,18.73191738
189,C[C@@H]1CCCC[C@@H]1[NH+](C)C2CCN(CC2)C(=O)CNC(=O)/C=C/c3c(cccc3Cl)Cl,0,1,-9.4,18.43138862
190,CCOc1cc(cc(c1O)/C=N/c2ccc(c(c2)O)c3nc4ccccc4s3)Br,0,1,-8.5,12.04707599
191,CC[C@H](c1nc2ccccc2c(=O)n1c3ccc(c(c3)C)C)N(CC[NH+](C)C)C(=O)CCC4CCCC4,0,1,-7.1,30.2960577
192,CC(C)c1ccc(cc1)C2=NC3=NN=C([C@@H]3C(=C2)C(=O)[O-])c4ccc(cc4)Cl,0,1,-8.6,11.2920239
193,c1ccc(cc1)[C@@H](CNC(=O)c2cnc(nc2Cl)S(=O)(=O)Cc3ccc(cc3)F)[NH+]4CCCC4,0,1,-9.3,26.44935608
194,C[C@@H]1N[C@H](SC(=S)N1CCN2[C@H](N[C@H](SC2=S)C)C)C,0,1,-6.8,6.196511507
195,c1ccc2=[NH+]CC(=c2c1)/C=C\3/C(=O)N/C(=N\c4ccc(cc4C(F)(F)F)Cl)/S3,0,1,-7.7,10.79260564
196,Cc1ccc2=[NH+][C@@H](C(=c2c1)CCN(Cc3cccnc3)C(=S)Nc4ccccc4C)C,0,1,-9.4,18.80016804
197,Cc1ccc(cc1)CNC(=O)[C@H](C)Sc2nc3c(c4c(s3)CCCC4)c(=O)n2CCC[NH+](C)C,0,1,-6.4,27.51632428
198,c1ccc2=[NH+][C@@H](C(=c2c1)CCC(=O)N3C[C@@H](Oc4c3cccc4)C(=O)N)c5ccc(cc5)F,0,1,-9.2,17.66130233
199,C[C@@H](c1ccccc1F)NC(=O)[C@@H](C)Oc2ccc(cc2Cl)Cl,0,1,-8.6,8.992283344
200,Cc1cc(c(c(c1)Cl)NC(=O)CSc2ccc3c(c2)CCC3)C,0,1,-8.8,8.237079144
201,CCC(CC)C(=O)N1CC[NH+](CC1)[C@@H](C2CCCC2)C(=O)Nc3cccc(c3)Cl,0,1,-8.8,16.88059473
202,C[C@@H](c1ccc2c(c1)CCCC2)NC(=O)c3csc(n3)N,0,1,-8.5,7.143347979
203,c1ccc2c(c1)ccc(c2C[NH2+]C34C[C@H]5C[C@@H](C3)CC(C5)(C4)O)OCc6ccc(cc6)Cl,0,1,-9.1,18.33183813
204,c1ccc(c(c1)CC[NH2+][C@H]2CCc3c(sc4c3c(=O)n(cn4)CCCc5ccncc5)C2)F,0,1,-8.8,19.29030204
205,Cc1[nH+]c(cc(n1)N2CCCCC2)Nc3ccc(cc3)NC(=O)CCC4CCCCC4,0,1,-10.2,16.5218575
206,C[C@H]([C@H]1C(=O)Nc2ccccc2S1)C(=O)Nc3ccccc3Cl,0,1,-8.3,7.686311722
207,Cc1cc(cc(c1)NC(=O)Nc2cnn(c2c3ccccc3)c4c(cc(cc4Cl)Cl)Cl)C,0,1,-8.5,17.79978967
208,CC(C)(C)c1ccc(cc1)c2nc(on2)C[NH+]3CCC[C@H](C3)C(=O)NC45CC6CC(C4)CC(C6)C5,0,1,-9.4,19.83731961
209,c1ccc2c(c1)nc(n2CC3CC[NH+](CC3)CC(=O)Nc4ccc(c(c4)Cl)Cl)C(F)(F)F,0,1,-9.7,20.48305559
210,Cc1ccc(cc1NC(=O)[C@H](C)Nc2cccc(c2)NC(=O)c3cccs3)F,0,1,-8.6,15.04693151
211,CCCN1C(=C([C@@H](NC1=O)c2ccc(cc2)NC(=O)NC34CC5CC(C3)CC(C5)C4)C(=O)OCCOC)C,0,1,-8.8,39.49700141
212,c1cc(sc1)c2csc(n2)c3cnn(c3N)c4ccc(cc4)F,0,1,-7.3,7.910134792
213,CCOc1cc(cc(c1OCc2ccccc2Cl)Br)C[NH2+]C3CCCCCC3,0,1,-9.2,15.00778651
214,Cc1ccccc1C(=O)N[C@H](C(C)C)C(=O)NC[C@@H](c2cccs2)[NH+]3CCC(CC3)C,0,1,-10.6,23.25206995
215,CCOc1ccccc1CN(C[C@H]2CCCO2)C(=S)NC3CC([NH2+]C(C3)(C)C)(C)C,0,1,-8.1,20.19173813
216,Cc1ccc(c(c1)S(=O)(=O)/N=C\2/[C@@H]([NH+]=c3ccccc3=N2)Nc4ccc(c(c4)C)Br)C,0,1,-8.7,16.61356854
217,COC(=O)[C@@H]1CC2=C3CC=CC=C3N=C2[C@@H]4N1[C@@H](C[C@@H](C4)[NH2+]Cc5cccs5)c6ccc(cc6)F,0,1,-8,19.32262325
218,CC[C@H](C)[C@@H](C(=O)N[C@H](C)CC)NC(=O)[C@@H]1CC2=c3ccccc3=[NH+][C@@H]2[C@@H]4N1C(=O)c5c4cccc5,0,1,-8.3,27.61661434
219,CCCCC[C@H](C(=O)NC1CCCCC1)N(C(=O)[C@H](CC)CCCC)C(C)(C)C,0,1,-6.8,24.12301111
220,Cc1cccc(c1)/C=C/2\C(=O)Nc3cc(ccc3S2)C(=O)NCC[NH+](C)C4CCCCC4,0,1,-8.3,18.87455273
221,CCOc1ccc(cc1)N[C@H]2/C(=N/S(=O)(=O)c3cc(ccc3Cl)Cl)/N=c4ccccc4=[NH+]2,0,1,-8.3,17.3648088
222,c1ccc(cc1)N[C@H]2c3cc(ccc3NC2=O)Br,0,1,-8,4.829327822
223,c1cc(c(cc1COc2ccc(cc2C[NH2+]C3CCCCCC3)Cl)Cl)Cl,0,1,-8.9,12.29821992
224,Cc1cc(c(c(c1Cl)S(=O)(=O)Oc2ccc(cc2Cl)C(=O)[O-])C)Cl,0,1,-7.2,8.20375061
225,Cc1cccc(c1C)NC(=O)NC(=O)CSc2nnc(n2c3ccc(cc3)Cl)[C@@H](C)[NH+](C)C,0,1,-8.2,31.47723889
226,Cc1c(cccc1N)CN2CCO[C@@H]3[C@@H]2CCCC3,0,1,-8.6,5.246020555
227,Cc1cc(ccc1OCC(=O)NNC2=c3cc(cc(c3=[NH+]C2=O)Br)Br)Cl,0,1,-8.3,11.92760682
228,c1cc(ccc1/C=C\2/C(=O)N/C(=N/c3ccc(cc3)Cl)/S2)Cl,0,1,-6.6,6.454968929
229,CC(=O)C1=C(NC(=S)N[C@@H]1c2ccsc2)c3ccc(cc3)Br,0,1,-7.1,6.548113346
230,Cc1ccc(cc1)/C=C/2\C(=O)N/C(=N/c3cccc(c3)C)/S2,0,1,-8.5,6.161239386
231,C[C@H](c1cccc(c1)Cl)[NH2+][C@H]2c3c(cccc3Cl)NC2=O,0,1,-8.9,6.595056534
232,COc1ccc(cc1CSc2nc3ccccc3s2)[C@@H]4[C@@H]5C(=c6ccccc6=[NH+]5)C[C@@H](N4)C(=O)[O-],0,1,-8.2,20.47273922
233,CC(C)c1c(sc(n1)N)Cc2cc(c(cc2F)F)F,0,1,-8.1,5.502950191
234,C[C@H]1CCC[C@H]([C@@H]1C)NC(=O)/C=C/c2ccc(o2)Br,0,1,-7.8,5.626039505
235,CCC[NH2+][C@@H](c1cccc(c1)C(F)(F)F)c2ccc(s2)Cl,0,1,-8.4,7.887286425
236,C[NH+]1C/C(=C\c2ccc(cc2)Cl)/C3=C(C1)[C@@H](n4c(ncn4)N3)c5ccc(cc5)Cl,0,1,-7.6,10.06643414
237,Cc1cc([nH+]c2c1cc(cc2)NC(=O)COc3ccc(cc3Cl)Cl)N4CCN(CC4)C,0,1,-8.8,15.879251
238,C[NH+]1CCN(CC1)[C@H](CNC(=S)Nc2ccc(c(c2)Cl)Cl)c3cccs3,0,1,-7.8,14.83382654
239,c1ccc2c(c1)CCC[C@@H]2NC(=O)[C@@H]3CCC[NH+](C3)Cc4nc(no4)c5cccc(c5)Br,0,1,-9.6,16.01309991
240,Cc1ccccc1OC[C@H](C[NH+](CCCOC)Cc2[nH]c(=O)c3c(csc3n2)c4ccccc4F)O,0,1,-8.2,38.63813877
241,C[C@H](c1ccc(s1)Cl)Nc2ccc(c(n2)C#N)Cl,0,1,-7.4,5.616435528
242,c1ccc(cc1)n2cc(cn2)C[NH+]3CCC4(CC3)C[C@@H]4C(=O)Nc5ccc(c(c5)F)F,0,1,-9.2,16.41822219
243,COc1cc(cc(c1O)Cl)[C@@H]2C3=C(C[C@@H](CC3=O)c4ccc(cc4)Cl)Nc5ccccc5N2,0,1,-8.7,14.14361382
244,CCc1cccc(c1)N/C(=N\C(=O)c2ccc(cc2)Br)/NCCC3=c4ccccc4=[NH+]C3,0,1,-8.8,17.89897823
245,c1ccc(c(c1)C2(C3CC4CC(C3)CC2C4)O)NC(=O)C5CC5,0,1,-9.2,7.892490387
246,C[C@H](c1ccco1)Nc2ccc(cc2Br)F,0,1,-7.4,4.414190531
247,Cc1ccccc1CN([C@H]([C@@H]2CCC=CC2)C(=O)Nc3ccc(cc3)OC)C(=O)CSc4nc(cc(n4)C)C,0,1,-7.8,41.03840804
248,Cc1cccc(c1)N(C)c2ccc(cc2N)F,0,1,-8.1,4.556695461
249,c1cc(ncc1Br)C(=O)NC2CC2,0,1,-5.9,3.423589468
250,COCCCNC(=O)c1c2c(sc1NC(=O)/C(=C/c3ccc(cc3Cl)Cl)/C#N)CCCC2,0,1,-7.1,22.14273572
251,Cc1ccnc(c1)NC(=O)c2cc(cc(c2)Br)F,0,1,-8.1,4.769596577
252,c1ccc2c(c1)nc(s2)n3c(c4c(n3)CCC4)NC(=O)c5cc(sc5Cl)Cl,0,1,-8.6,10.51798415
253,COc1ccc(cc1[C@H](c2ccc3c(c2)CC(=O)N3)Cl)Cl,0,1,-8.2,5.603318691
254,CCN(CC)c1ccc([nH+]c1N(CC)CC)N2CCN(CC2)C(=O)[C@]3(CCc4c(c(c(c(c4O3)C)C)O)C)C,0,1,-8,33.87254286
255,c1ccc(cc1)N(c2ccccc2)Nc3c(c([nH+]cn3)Nc4ccc(cc4)I)N,0,1,-9.1,15.02380729
256,Cc1ccc(c(c1)C)NC(=O)C2=C(n3c4ccccc4nc3N[C@H]2c5ccc(cc5)C(C)C)C,0,1,-7.9,15.76794624
257,c1cc(ccc1/C=C/2\C(=O)N/C(=N/c3ccc(cc3)F)/S2)Cl,0,1,-8.8,5.889167309
258,Cc1ccc2c(c1)c3c4n2CC[NH+]([C@H]4CCC3)CC(=O)N/N=C/c5ccccc5Cl,0,1,-9.1,14.78102303
259,C[C@H](C(=O)NC(=O)N1CCC(CC1)CC(=O)N)Cl,0,1,-6.8,5.260871172
260,COc1ccc(cc1C(F)(F)F)C(=O)N2C[C@H](C3(C2)CC[NH2+]CC3)C(=O)NC4CCCCCC4,0,1,-7.3,17.57811046
261,CCC[NH+](Cc1[nH]c(=O)c2c(csc2n1)c3ccc(cc3C)C)C[C@](C)(C=C)O,0,1,-7.4,19.66463232
262,c1cc(sc1)/C=N/c2ccc3c(c2)nc([nH]3)c4ccc(cc4Cl)Cl,0,1,-7.5,6.487002611
263,Cc1ccc(c(c1)NC(=O)/C=C/c2cc3c(c(c2)Cl)OCO3)C,0,1,-8.8,7.714703321
264,Cc1cc(ccc1Br)NC(=O)Cc2csc(n2)NC(=O)[C@H]3CC(=O)N(C3)c4ccccc4,0,1,-8.9,21.1032505
265,c1cc(ccc1C(=O)Nc2nc3c(s2)ccc(c3Cl)Cl)C(F)(F)F,0,1,-7.5,7.727058411
266,Cc1nccc(n1)N[C@H]2CCC[C@@H]([C@@H]2C)C,0,1,-7.4,3.603146315
267,CC(C)n1c(cc2c1CCNC2=O)c3ccnc(n3)N,0,1,-8,5.770177603
268,Cc1ccc(cc1)Cn2cccc2C3=N[C@H](CO3)CSCc4cccc(c4)C,0,1,-9.5,15.86947131
269,C[C@@]1(Nc2ccccc2C(=O)N1Cc3ccco3)c4ccc(cc4)Br,0,1,-9.3,7.378955364
270,CC[NH+](CC)CCN(c1nc2c(c(ccc2s1)Cl)C)C(=O)CCCSc3ccc(cc3)F,0,1,-8.3,32.25301337
271,CNC(=O)c1cccc2c1c(ccc2)[S@@](=O)c3ccccc3,0,1,-8.4,6.081905365
272,CCOc1cc(ccc1OCc2cccc(c2)C)C[NH2+][C@@H](C)c3ccccc3,0,1,-9.9,16.27900672
273,Cc1ccc(cc1NC(=O)NCC2CCCC2)Cl,0,1,-7.7,5.261515379
274,CC[NH2+][C@H](c1ccc(c(c1)Br)OC)c2cc(ccc2Br)F,0,1,-8.3,7.544001818
275,CC1=CC(N(c2c1cc(cc2)[C@@]3(CC(N(c4c3cccc4)C(=O)C=C)(C)C)C)C(=O)c5ccc(cc5)F)(C)C,0,1,-8.7,23.37629509
276,C[C@H]1CCC[C@@H]([C@@H]1C)NC(=O)[C@@H]2C=C(N=C2C)c3ccc(cc3)F,0,1,-9.1,8.679210186
277,Cc1cc(c(n1C)C)C(=O)c2c(c3cccnc3s2)N,0,1,-7.5,5.939909697
278,CC[NH2+][C@H](C)c1c(nc(s1)c2cc(c(o2)Br)Br)C,0,1,-5.8,5.891385078
279,c1ccc(c(c1)c2nc(on2)C[NH+]3CCC(CC3)C(=O)NCCSCc4ccc(cc4)F)Cl,0,1,-9.3,25.07233572
280,Cc1ccc(cc1)NC(=O)[C@@H](C)Sc2[nH]c(=O)c3c(c(sc3n2)C)c4ccccc4,0,1,-9.3,15.07850528
281,C[NH+](Cc1[nH]c(=O)c2c(csc2n1)c3ccc(cc3)F)CC(=O)Nc4cccc(c4)F,0,1,-9.6,19.18585753
282,C1COCC[NH+]1CC(=O)NCCNc2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl,0,1,-6.7,10.9334085
283,C[C@H](c1ccccc1)[NH2+]Cc2cc(c(c(c2)Br)OCc3ccc(cc3Cl)Cl)OC,0,1,-8.3,17.24028587
284,Cc1ccccc1n2c(nnc2S[C@@H](C)C(=O)Nc3ccc(cc3)I)C,0,1,-9.1,12.64501405
285,CCOc1ccc(cc1OCC)[C@H](C)NC(=O)C2CC[NH+](CC2)Cc3nc(no3)c4ccc(cc4)Cl,0,1,-8.2,30.82630968
286,CCOC(=O)C1=C(NC(=O)N[C@@H]1c2ccccc2)COC(=O)[C@H](C(C)C)NC(=O)c3ccc(cc3)C,0,1,-9.2,33.08888149
287,c1ccc2=[NH+]CC(=c2c1)[C@H](CNC(=O)c3ccc(cc3)OC(F)F)c4cccs4,0,1,-9.7,15.94463968
288,c1cc(sc1)C(=O)[C@H]2[C@@H]([C@@H]3CSCN3[C@]24c5cc(ccc5NC4=O)F)c6ccc(cc6)Cl,0,1,-7.1,13.05233121
289,Cc1ccc(cc1Cl)NC(=O)CCSc2ccc3ccccc3n2,0,1,-9.3,10.22718382
290,CC1CCC(CC1)NC(=O)N2C[C@H](C[C@@H]2C(=O)[O-])O,0,1,-7.4,5.384303808
291,Cc1c2c(n(n1)C)NC(=O)CS[C@H]2c3cccc4c3cccc4,0,1,-8.3,6.241053104
292,c1ccc(cc1)[C@]23CSCC(=O)N2CCCN3,0,1,-7.5,3.739665985
293,c1cc(cnc1)c2c(c(nc3c2c(=O)nc4n3ccs4)N)C#N,0,1,-6.6,6.617434025
294,CCOc1cc(ccc1OCc2cccc(c2)Cl)C[NH2+][C@H](C)c3ccccc3,0,1,-9.8,15.57142377
295,Cc1c(c(n(n1)c2ccccc2)Oc3ccc(cc3)OC)C[NH+](CC4CC4)C[C@H](COCC=C)O,0,1,-6.8,39.51608181
296,COc1cc2c(cc1OC)NC3=C([C@@H]2c4ccc(c(c4)Cl)Cl)C(=O)CCC3,0,1,-8.4,9.163320303
297,Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)C[NH+]4CCN(CC4)Cc5ccccc5F)C,0,1,-10.7,17.86140728
298,CN(Cc1ccn[nH]1)C(=O)[C@@H]2C[C@H](C[NH+]2Cc3c(cccc3Cl)F)Sc4ccc(cc4)OC,0,1,-8.8,22.54846668
299,Cc1ccc(cc1)C23C[C@H]4C[C@@H](C2)CC(C4)(C3)NC(=O)NCCSCc5cccs5,0,1,-8.5,18.56672168
300,CCCOc1c(cc(cc1Cl)C[NH2+][C@H](C)C23CC4CC(C2)CC(C4)C3)OC,0,1,-7.8,15.26372933
301,CCOc1ccc(cc1[C@@H](c2cccc(c2)I)[NH2+]C)Br,0,1,-7.4,6.980865955
302,c1ccc(c(c1)CSc2[nH]c3ccccc3n2)Cl,0,1,-8,4.996258974
303,Cc1ccc(cc1)NC(=O)/C(=C/c2ccc(s2)Cl)/C#N,0,1,-7.3,6.576911688
304,c1ccc(cc1)[N-]S(=O)(=O)c2cc[nH+]c3c2cccc3,0,1,-8.8,5.373798609
305,c1cc(ccc1F)S(=O)(=O)NCC2CCC(CC2)C(=O)NC[C@@H]3CCC[NH+]4[C@H]3CCCC4,0,1,-9.9,22.24617457
306,Cc1c(c(n[nH]1)C(=O)N2CC[C@H]3CCCC[C@H]3C2)N,0,1,-8.4,5.707445383
307,C=CCn1c2c(c(n1)C(=O)N3CCCCCC3)C[C@H](CC2)[NH2+]CCc4c[nH]c5c4cccc5,0,1,-9.2,21.55836034
308,C[C@H]1CCCCN1C(=O)[C@@H](C)NC(=O)Nc2cccc(c2)Br,0,1,-7.4,7.744889975
309,Cc1cccc(c1S(=O)(=O)N2CCc3c(ccs3)[C@@H]2C)N,0,1,-7.9,6.290610075
310,Cc1cc(ccc1NC(=S)Nc2ccc(c(c2)Cl)Cl)Cl,0,1,-7.6,6.441681385
311,Cc1nc(cc(n1)[C@H]2C[NH+]3CC[C@H]2C[C@@H]3C[NH2+]Cc4ccc(cc4)NC(=O)C)c5ccco5,0,1,-8.4,22.47891784
312,Cc1c(sc(n1)C)[C@H](C)[NH2+][C@@H](C)c2ccc(cc2Br)Br,0,1,-6.8,7.69250083
313,C[C@@H]1CCc2c(c(=S)sc(c2C#N)NC(=O)CCCOc3ccc(cc3Br)C(C)C)C1,0,1,-9,22.05489039
314,C/C(=N/NC(=O)c1ccc(cc1Cl)Cl)/C(C)(C)C,0,1,-8.3,5.780661106
315,CCOc1ccccc1CCNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccc(o4)c5ccccc5,0,1,-7.8,26.96902394
316,CCC[C@H](c1nnnn1CCc2ccccc2)[NH+](Cc3cc4cc(ccc4[nH]c3=O)C)C5CCCC5,0,1,-7.5,32.06045675
317,CCN(CC)c1ccc2cc(/c(=[NH+]/c3cccc(c3Cl)Cl)/oc2c1)C(=S)N,0,1,-6.5,12.09461093
318,c1csc(n1)CNC(=O)CC23C[C@H]4C[C@@H](C2)CC(C4)(C3)Br,0,1,-7.9,7.014349937
319,CCOc1cc(cc(c1O)Br)/C=C\2/C(=O)N(C(=S)S2)NC(=O)c3ccc(cc3)Cl,0,1,-6.9,15.02953339
320,CCC[NH2+][C@@H](c1ccc(s1)c2ccc(cc2)I)C(C)C,0,1,-7.3,7.003018141
321,c12c(c(c(s1)Br)Br)sc(c2Br)Br,0,1,-4.9,2.12861371
322,CC1=CC[C@H](O1)C[NH+](C)Cn2c(=S)n(c(n2)C3=c4ccccc4=[NH+]C3)c5ccc(cc5)Cl,0,1,-7.1,22.20932102
323,c1cc(ccc1SCc2nc(c3ccsc3n2)NN)Cl,0,1,-7.1,7.735467434
324,CCN(c1ccccc1)C(=O)c2ccc(cc2)NC(=O)CNc3cccc(c3)C(=O)NCCCOC,0,1,-9.8,37.52984118
325,CCc1cc(=O)c2c(ccc(c2[nH]1)Cl)Cl,0,1,-6.6,3.060348034
326,Cc1ccccc1[C@H](c2ccccc2)NC(=O)[C@@H]3CCC[NH+](C3)Cc4nc(no4)c5ccc(cc5)C(C)(C)C,0,1,-9.5,29.21958637
327,Cc1ccn2c(c1)[nH+]c(c2NC3CCCCC3)c4ccccc4OC(=O)C5CCC5,0,1,-7.2,15.16080928
328,CC[C@@H](C)[C@H]1C(=O)N(C2([NH2+]1)CCN(CC2)S(=O)(=O)c3cccc(c3Cl)Cl)Cc4ccccc4,0,1,-7.8,19.0381732
329,CCc1c(c(n(n1)c2ccccc2)Oc3cccc(c3)OC)C[NH+](CC4CC4)C[C@@H](COC(C)C)O,0,1,-6.8,42.78791833
330,Cc1ccccc1/[NH+]=c\2/n(c(cs2)c3ccc(cc3)OC)CCc4ccc(c(c4)OC)OC,0,1,-6.8,24.31138277
331,CCN(CC)c1cc([nH+]c(n1)C)Nc2ccc(cc2)NS(=O)(=O)c3cc(ccc3Cl)Cl,0,1,-9.4,16.77603626
332,c1cc(c(cc1Oc2nccs2)Cl)N,0,1,-6.5,4.526248455
333,Cc1ccccc1C[NH+]2CCC(CC2)CNC(=O)c3cc4ccc5cccnc5c4[nH]3,0,1,-9.8,15.00540304
334,Cc1cc([nH]n1)C(=O)Nc2cc(c[nH]c2=O)C(F)(F)F,0,1,-8,5.933715105
335,c1ccc2c(c1)cnn(c2=O)Cc3cc(ccc3Cl)N,0,1,-8.9,6.016735315
336,Cc1cc(c(cc1Nc2c(c(nc[nH+]2)N(C)c3ccccc3)N)Cl)[C@@H](C#N)c4ccc(cc4)Cl,0,1,-9.7,25.32499957
337,C[C@@H]1CN(CC(O1)(C)C)C(=O)c2c(c([nH]n2)C(C)C)N,0,1,-8,5.791790962
