,can,active,decoy,score,time
499,Cc1c(sc(c1[C@@H](c2ccncc2)Nc3cccc[nH+]3)NC(=O)c4ccccc4)C,0,1,-7.3,15.94932985
500,CC1=C2[C@H](C3=C(CC(CC3=O)(C)C)N=C2N(N1)c4nc5ccccc5s4)c6ccc(cc6)Cl,0,1,-8.3,13.56462479
501,C[NH2+][C@H](c1ccc(s1)c2ccc(cc2Cl)Br)C3CC3,0,1,-6.5,6.252109766
502,CC[NH+]1[C@@H](N=c2c(=C1SCC(=O)Nc3c(cc(cc3C)C)C)cc(s2)C)C,0,1,-6.5,12.55599999
503,Cc1ccc(cc1)CN(Cc2ccco2)C(=S)NC3CC([NH2+]C(C3)(C)C)(C)C,0,1,-6.9,15.53714824
504,CCc1cccc2c1[nH]c3c2C[C@@H](CC3)NC(=O)[C@@H]4CCC=CC4,0,1,-8.4,7.150407076
505,CC1(CC2=C([C@H](Nc3c2c4ccccc4cc3)c5cn(c6c5cccc6)Cc7ccccc7Cl)C(=O)C1)C,0,1,-9.2,16.80330181
506,Cc1ccc(c(c1)Br)NC(=S)NC,0,1,-6.2,3.527429581
507,C[C@H](c1cccc(c1)Cl)Nc2c(cccn2)Br,0,1,-7.9,4.76253581
508,C[C@@H](c1cccc(c1)Cl)Nc2cc(c(cc2Cl)Cl)Cl,0,1,-8.4,5.164503336
509,Cc1c(c(n(n1)c2ccc(cc2)NC(=O)Nc3cccc4c3cccc4)C)Br,0,1,-10.7,15.01744652
510,c1ccc2c(c1)NC(=O)[C@@H](S2)CC(=O)Nc3ccc(cc3)I,0,1,-8.1,8.41113162
511,c1cc(c(cc1Br)Cl)CNC(=O)c2cnccn2,0,1,-6.8,5.66102767
512,COc1ccc(cc1)[C@H](CNC(=O)c2cccc(c2)S(=O)(=O)NCC=C)C3=c4ccccc4=[NH+]C3,0,1,-9.9,39.81655908
513,c1ccc2c(c1)-c3c(c(no3)C(=O)Nc4ccccc4Cl)CS2,0,1,-8,6.574452639
514,Cc1cccc(c1OC)C(=O)N[C@H](C)C23CC4CC(C2)CC(C4)C3,0,1,-6.8,8.277270317
515,C[C@@H]1CCC[C@@H]([C@@H]1C)NC(=O)Nc2ccc(nc2)Cl,0,1,-8.1,5.309381008
516,CCOc1cc(ccc1OCc2ccccc2)C[NH2+]C34CC5C[C@@](C3)(C[C@](C5)(C4)C)C,0,1,-9.2,16.29521418
517,c1cc(cc(c1)Br)[C@@H]2c3c([nH]nc3C(=O)N2CCCn4cc[nH+]c4)c5ccc(cc5)Cl,0,1,-7.9,17.41424346
518,C[C@H](c1ccccc1Cl)N2CC[NH+](CC2)[C@@H](C)C(=O)Nc3ccccc3OC(F)F,0,1,-6.3,18.62856793
519,CC(C)CCN[C@@H]1/C(=N/S(=O)(=O)c2cc(ccc2Cl)Cl)/[NH+]=c3ccccc3=[NH+]1,0,1,-8.6,14.57331038
520,Cn1c2ccccc2nc1[C@@H](c3ccccc3)NC(=O)c4ccc5c(c4)CCC5,0,1,-9.1,12.37578654
521,C[C@H](C(=O)Nc1ccc(cc1Cl)C(F)(F)F)Cl,0,1,-7.3,4.584068298
522,C[C@H]1C/C(=N\NC(=O)N)/[C@H]2CCCC[C@@H]2S1,0,1,-7.5,3.610384703
523,Cc1ccc(cc1F)N[C@H]2/C(=N/S(=O)(=O)c3ccc(cc3)F)/[NH+]=c4ccccc4=[NH+]2,0,1,-8.4,13.96144772
524,CC(C)[C@H]1CC[C@]2([C@@H](O2)CC[C@@]3([C@@H]([C@@H]1O)O3)C)C,0,1,-6.7,3.658183098
525,C[C@H]1CC[C@H]([C@@](C1)(C#N)NCc2cccs2)C(C)C,0,1,-7.1,5.999363184
526,CC1(CC2=C([C@H](C(=C(N2c3ccc(cc3)Br)N)C#N)c4cccc(c4)[N+](=O)[O-])C(=O)C1)C,0,1,-7,16.0031693
527,Cc1ccc(cc1)n2c(nnc2SCC(=O)N/N=C/c3cc(c(c(c3)OC)OC)OC)c4ccc(cc4)C(C)(C)C,0,1,-8.6,44.81934166
528,C[C@@H]1CCC[C@@H](C1)NS(=O)(=O)c2c(ccs2)Br,0,1,-7.2,5.000527382
529,C=CCC[C@H](C[NH+](CC1CC1)CC(=O)N2CCc3c(ccs3)[C@@H]2COc4ccccc4F)O,0,1,-8.3,30.98317552
530,Cc1cc(cc(c1)Cn2c3cc(ccc3cn2)N)C,0,1,-8.4,5.343192339
531,CNC(=S)N/N=C/1\c2ccccc2-c3c1cc(cc3)N,0,1,-7.9,6.54282093
532,Cc1c(c([nH]c1C(=O)[C@H](C)NC[C@H](c2ccccc2)C3=c4ccccc4=[NH+]C3)C)C(=O)C,0,1,-10.6,20.28616571
533,CCOC(=O)CCn\1c2ccc(cc2s/c1=N\C(=O)c3cc(sc3Cl)Cl)S(=O)(=O)N,0,1,-6.6,16.9085784
534,Cc1ccc(cc1)S(=O)(=O)/N=C\2/[C@H]([NH+]=c3ccccc3=N2)Nc4cc(cc(c4)Cl)C,0,1,-8.1,14.64278698
535,Cc1cc(cc(c1C)S(=O)(=O)Nc2cc3c(c4c2cccc4)oc(=O)s3)C(C)(C)C,0,1,-10.1,11.19349957
536,Cc1ccc2c(c1)CCCN2c3c(cc(cc3F)N)F,0,1,-8.5,5.545076847
537,CC(=O)C1=NN([C@]2(S1)c3ccccc3[C@@H](S2)c4ccc(cc4)Cl)c5ccc(cc5)Cl,0,1,-8.1,12.25261068
538,c1ccc(cc1)/C=C/C[NH+]2CCN(CC2)c3csc4ccccc4c3=O,0,1,-8.4,9.403811693
539,Cc1c(nc(s1)C)[C@@H](C)[NH2+][C@@H]2CCCC[C@@H]2C(C)(C)C,0,1,-7.7,6.585853815
540,CCCN(CC1CC1)C(=O)CS[C@H]2NN=C(N2c3ccccc3C)C4=c5ccccc5=[NH+]C4,0,1,-8.8,23.82623482
541,C1CCC(CC1)NC(=O)C23C[C@H]4C[C@@H](C2)CC(C4)(C3)Cl,0,1,-8.9,4.697323561
542,CC[NH2+][C@@H](c1ccc(cc1)C(C)C)c2cc(sc2Br)Br,0,1,-7.6,6.966365337
543,COC(=O)[C@@H]1C[C@@H](CN1C2Cc3ccccc3C2)NC(=O)[C@@H]4C(=c5cc(ccc5=[NH+]4)Cl)c6ccccc6,0,1,-8.4,29.75637674
544,c1cc(sc1)/C=C/c2[nH]nc(n2)SCC(=O)Nc3nc(cs3)c4cc(ccc4F)F,0,1,-8.5,21.1920259
545,C[C@@H]1c2c(sc(n2)NC(=O)CC(C)(C)C)C[C@]3([C@H]1[C@H]([C@@H](CC3)[C@H](C)C(=O)NCC[NH+]4CCOCC4)O)C,0,1,-7,32.58370924
546,C=CCn1c(=O)c2ccccc2nc1S[C@@H]3C(=c4cc(ccc4=[NH+]C3=O)Cl)c5ccccc5,0,1,-8.1,20.30550122
547,c1cc2c(cc1Br)c3c([nH]2)CC[C@@H](C3)NC(=O)[C@@H]4CCC=CC4,0,1,-7.5,6.489243031
548,CCN(c1cccc2c1cccc2)c3c(c([nH+]cn3)Nc4ccc(cc4)OC(F)(F)F)N,0,1,-8.8,17.89187217
549,c1cc2c(cn[nH]2)c(c1)N[C@H]3CCCSC3,0,1,-7.5,3.947323561
550,Cc1ccc(c(c1)Br)NC(=O)C[NH+](C)CC(=O)N2c3ccccc3NC(=O)C[C@@H]2C,0,1,-9.3,13.74879551
551,C[C@@H](c1nnc(n1c2ccc(cc2)F)S[C@@H](C)C(=O)Nc3ccc(cc3F)Cl)[NH+](C)C,0,1,-8.6,20.61794233
552,CC1=C([C@@H](NC(=S)N1)c2ccccc2Cl)C(=O)Nc3ccccc3F,0,1,-9.2,8.318866014
553,c1ccc(c(c1)C(=O)NC2CCCCC2)NC(=O)[C@H]3CC(=O)N(C3)CCc4ccc(cc4)F,0,1,-10.6,22.25273895
554,CCN/C(=C/C1=CSC2=NC(=C([C@@H](N12)c3ccc(cc3)Cl)C(=O)Nc4ccc(cc4C)C)C)/[O-],0,1,-7.6,20.06515384
555,C[C@@H]1C[C@@H](C[NH+](C1)CCCNC(=S)Nc2ccc3c(c2)c(=O)n4c(n3)CCCCC4)C,0,1,-8.9,18.59463644
556,CC[C@@H](C)CC(=O)N1C[C@H](C2(C1)CC[NH2+]CC2)C(=O)NCCc3ccc(cc3)Br,0,1,-7.6,16.71988058
557,COc1ccc(cc1S(=O)(=O)N2CCCCC2)NC(=O)C[NH2+]C(c3ccccc3)c4ccccc4,0,1,-10.1,32.12819219
558,CC[C@H](C)N(CC)c1ccc(cc1N)C(F)(F)F,0,1,-7.3,6.444645882
559,C[NH+](C)[C@H](CNC(=O)c1ccccc1N(C)C(=O)c2cccs2)c3cccc(c3)F,0,1,-7.7,19.23747468
560,Cc1c(sc(c1[C@H](c2ccc(cc2)C(F)(F)F)[NH+]3CCCCC3)NC(=O)c4ccco4)C,0,1,-8,16.71546388
561,Cc1c(sc(c1C(=O)c2cccs2)N)C,0,1,-6.6,3.76923275
562,C[C@H](c1cc2cc(ccc2o1)Br)[NH2+]C3CCCCCCC3,0,1,-8.2,6.343746424
563,Cc1cc(c2=[NH+]C(=O)[C@H](C=c2c1)[C@@H]([C@@H]3NN=NN3C(C)(C)C)[NH+](Cc4ccccc4)Cc5ccco5)C,0,1,-8.2,37.06262159
564,CC[C@H]1CCCC[C@H]1NC(=O)N(C)Cc2cc(cs2)Br,0,1,-7.5,6.997331858
565,C[C@@H]1C[C@@H](C[NH+](C1)Cc2cs/c(=N\C(=O)c3cccc(c3)NC(=O)c4cccs4)/[nH]2)C,0,1,-9,14.67096329
566,Cc1c(c(n(n1)c2ccccc2)Oc3ccc(cc3)Cl)C[NH+](Cc4ccco4)C[C@H](COC(C)C)O,0,1,-7.2,38.49390316
567,c1c(c(cc(c1Cl)Cl)Cl)NC(=O)/C=C/c2cscn2,0,1,-7.1,5.930388927
568,C[C@]12C[C@H](CC(C1)(C)C)N(C2)c3c(c(ncn3)Nc4ccccc4OC)N,0,1,-6.8,11.14852667
569,CC(C)c1ccc(cc1)C2=N[C@@H]3C(=CNN3C(=C2)C(F)(F)F)C(=O)NCCC4=c5ccccc5=[NH+]C4,0,1,-9.2,24.63639235
570,Cc1cc(sc1C(=O)N2C[C@@H](C[C@@H](C2)C)C)NC(=O)C(C)(C)C,0,1,-6.7,7.202042818
571,Cc1c(c(n(n1)C)Cl)C[NH+]2CCC[C@H](C2)Nc3ccc(cc3)C(C)C,0,1,-7.9,9.629001141
572,c1ccc2c(c1)c(c[nH]2)CC[NH2+]Cc3cc(ccc3OCc4ccc(cc4Cl)Cl)Br,0,1,-9.7,20.72842526
573,CC[NH+](CC)CCCn1c(=O)c2ccccc2nc1SCC(=O)N[C@@H]3CCCc4c3cccc4,0,1,-8.7,26.61005449
574,c1cc2c(c(c1N[C@H]3CCCNC3=O)[N+](=O)[O-])ncs2,0,1,-7.6,6.488027811
575,C[C@H](CNC(=O)[C@H]1CN(CC12CC[NH2+]CC2)C(=O)c3ccc(o3)c4ccc(cc4)F)Oc5ccc(cc5)F,0,1,-10.5,31.0895853
576,c1cc(c(cc1Br)F)Nc2c(nccn2)Cl,0,1,-7.2,4.171210766
577,Cc1cc(nc2c1cccc2)SCC(=O)Nc3cccc(c3)S(=O)(=O)/N=C\4/CCCN4,0,1,-9.4,18.81452775
578,Cc1cc(cc(c1)NC(=O)c2cc(c(nc2)Cl)Cl)C,0,1,-9.1,4.889857292
579,c1cc(ccc1CCNC(=O)[C@H]2CN(CC23CC[NH2+]CC3)C(=O)CCC4CCCC4)Br,0,1,-9.6,19.23839664
580,C[C@@H](CC(C)C)OC(=O)c1ccc(c(c1)N)Cl,0,1,-7.2,6.525546074
581,C[C@@H](c1ccc2c(c1)OCO2)Nc3ccc(cc3Cl)F,0,1,-9,5.51070714
582,c1cc(sc1[C@@H](c2cc(cc(c2)Br)F)N)Br,0,1,-7.4,4.658813953
583,c1ccc2c(c1)CSC[C@@H]2Nc3cc(ccc3Br)Br,0,1,-7.2,5.157935143
584,c1cc(c(c(c1)F)C(=O)NC(=O)Nc2ccc(cc2F)Br)F,0,1,-6.7,7.789394855
585,CCC[NH+](CCC)CCNC(=O)c1ccc2c(c1)nc(c(n2)c3cccc(c3)C)c4cccc(c4)C,0,1,-9,30.74956298
586,Cc1ccc(c(c1)S(=O)(=O)[C@@H]2[C@@H]3[NH+]=C(c4ccccc4N3N=N2)NCCc5c[nH]c6c5cccc6)C,0,1,-9.5,22.04242563
587,CC[C@@H](C)[C@@H](C)Nc1cc(c(cc1Cl)Cl)Cl,0,1,-7.1,4.404891491
588,Cc1cccc([nH+]1)N[C@@H](c2ccc(cc2)Br)c3ccc4cccnc4c3O,0,1,-9.2,10.68109846
589,C[C@@H](c1nnc(n1c2ccc(cc2)Cl)SCc3csc(n3)c4ccccc4Cl)[NH+](C)C,0,1,-8.6,19.60523653
590,Cc1c(sc(n1)C)[C@H](C)NCc2c(ccc(c2Cl)Cl)Cl,0,1,-6.3,7.31297183
591,Cc1ccc2c(c1)cc(c(n2)OCc3ccccc3Cl)CN4CCC(CC4)[NH+]5CCC[C@@H](C5)CO,0,1,-9.1,26.00671911
592,CCOc1ccccc1/[NH+]=c\2/c(cc3c(cnc(c3o2)C)CO)c4nc(cs4)c5ccc(cc5)Cl,0,1,-8.6,28.15562677
593,CC/C(=N\Nc1nc2c(s1)cc(cc2Br)c3ccccc3)/C,0,1,-7.1,7.891741991
594,c1cc2c(cc1C(=O)NCc3ccc(s3)Cl)NC(=O)CCS2,0,1,-7.8,8.207960129
595,Cc1cccc(c1C)NC(=O)C2=C(Nc3nc(nn3[C@H]2c4ccncc4)SCc5ccccc5Cl)C,0,1,-7.9,29.01291394
596,c1cc(ccc1CN2C(=O)/C(=C/c3cc(c(c(c3)Br)O)Cl)/NC2=O)F,0,1,-8.5,11.49457669
597,CC(C)C[C@@H](C(=O)[O-])N1C(=O)/C(=C\c2ccc(o2)c3c(cccc3Cl)Cl)/SC1=S,0,1,-8.3,15.5100894
598,Cc1cc(c(c(c1)C)NC(=O)C[NH+](C)CC(=O)Nc2cc(nn2c3ccccc3)C(C)(C)C)C,0,1,-8.7,29.57009602
599,Cc1ccc(cc1)c2csc(n2)N(CCC[NH+](C)C)C(=O)c3ccc(cc3)Br,0,1,-6.7,15.09535813
600,CC(C)(C)C(=O)Nc1cccc(c1)C(=O)Nc2ccccc2C[NH+](C)C3CCCCC3,0,1,-9.8,17.96911144
601,c1cc(cc(c1)Br)CNc2ccc3c(c2)cccn3,0,1,-8.4,5.139894485
602,Cc1cc(c(s1)C)[C@@H](C)Nc2c(ccc3c2ncs3)Cl,0,1,-7.4,5.746815205
603,CCC[NH2+][C@H](c1ccc(s1)Br)c2cc(sc2Br)Br,0,1,-6.9,6.047999144
604,Cc1cccc(c1C)OC[C@@H](C[NH+](Cc2ccc(o2)c3cccc(c3)Cl)[C@@H]4CCS(=O)(=O)C4)O,0,1,-8.8,29.10253716
605,Cc1cccc2c1nc(s2)N(CCC[NH+](C)C)C(=O)c3ccc(cc3)C(C)(C)C,0,1,-8.4,14.73032236
606,Cc1ccc(cc1N[C@H](C)c2c(nc(s2)C(C)(C)C)C)F,0,1,-7.2,6.902708769
607,Cc1cc(ccc1S(=O)(=O)Nc2ccc(cc2N)F)F,0,1,-8.6,6.768596411
608,c1cc(c(c(c1)Cl)Cl)/N=C/2\NC(=O)/C(=C/c3cc(c(c(c3)Br)O)Cl)/S2,0,1,-6.9,9.035846233
609,C[C@]1(C(=O)N(C(=O)N1)C2Cc3ccccc3C2)C4CC[NH+](CC4)CC5=CC[C@@H]6C[C@H]5C6(C)C,0,1,-10.3,18.47172308
610,Cc1cc[nH+]c(c1)N[C@H](c2ccc(cc2)Cl)c3cc(sc3NC(=O)c4ccco4)C,0,1,-7.5,15.4459939
611,c1ccc(cc1)C(c2ccccc2)[NH+]3CCN(CC3)c4[nH]c(=O)cc(n4)CSc5nc6ccccc6s5,0,1,-8.9,35.26459312
612,Cc1nc2ccc(cc2s1)N[C@H]3C[C@H]4C[C@@H]3[C@@H]5[C@@H]4CCC5,0,1,-7.5,5.10595727
613,Cc1csc(c1C#N)NC(=O)C[NH+]2CCC(CC2)(c3ccc(cc3)Br)O,0,1,-7.6,13.44344974
614,CC[C@H]1CCCC[C@@H]1NC(=O)c2cc(sc2)Br,0,1,-7.2,4.906855583
615,C[C@@](CC1=c2ccccc2=[NH+]C1)(C(=O)NCCc3ccccn3)NC(=O)OC4C5CC6CC(C5)CC4C6,0,1,-10.4,31.54773307
616,CCCC[NH2+]Cc1ccc(cc1)c2cc3c(s2)c(c(cn3)C#N)Nc4cc(c(cc4Cl)Cl)OC,0,1,-8.5,26.94391561
617,Cc1c(cccc1Cl)NC(=O)[C@H](C)[NH+]2CCC(CC2)C(=O)Nc3ccccc3,0,1,-7.8,20.3565309
618,Cc1ccc(c(c1)C)N/C(=[NH+]\C2CCCC2)/[S-],0,1,-7.6,4.852254391
619,c1cc(cc(c1)I)[C@H]2C3=C(CCCC3)C(C(=C2C#N)N)(C#N)C#N,0,1,-7.1,13.45976424
620,C[C@H](c1cccs1)[NH2+][C@@H](C)C(=O)Nc2ccc(cc2)Cc3nc4ccccc4s3,0,1,-8.6,16.5031929
621,c1c(cc(c(c1F)N[C@@H]2C[NH+]3CCC2CC3)F)C(=O)[O-],0,1,-8.3,5.829069614
622,C[C@H]1CCCC[C@H]1NC(=O)c2cc(ccc2I)Cl,0,1,-7.7,4.667495489
623,CC[NH2+][C@H](c1ccc(cc1)I)c2cc(cc(c2OC)Br)Cl,0,1,-7.4,7.541751623
624,Cc1cc(sc1C(=O)N[C@H]2CCSc3c2cc(cc3)Cl)NC(=O)C(C)(C)C,0,1,-6.8,11.10278487
625,CC(C)c1ccccc1Sc2ccc(cc2C(F)(F)F)c3cc[nH+]c(c3)N4CCN(CC4)C(=O)C,0,1,-10.4,18.49500465
626,CCN1c2ccccc2N[C@@H](C1=O)[NH+]3CCC[C@@H](C3)C(=O)NCCC4=c5cc(ccc5=[NH+]C4)OC,0,1,-8.9,25.49495625
627,C[C@H](c1ccccc1)N(C)C(=O)CN2CC[NH+](CC2)CC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,0,1,-8.2,25.61891079
628,CCOc1cc(cc(c1OCc2ccc(cc2)C)Cl)C[NH2+]CCSc3nnnn3c4ccccc4,0,1,-9.4,33.49868441
629,Cc1cccc(c1)[C@H](c2ccccc2)NC(=O)[C@@H]3CCC[NH+](C3)Cc4ccccc4Cl,0,1,-9.7,15.83629465
630,Cc1ccc2[nH+]c(c(n2c1)Nc3ccccc3C)c4ccsc4,0,1,-8.8,6.913619041
631,CC(C)C[C@H]1C[C@](OC1=O)(C)c2csc(n2)Nc3ccccc3Cl,0,1,-8,8.661920547
632,C[C@H](c1ccccc1)N(Cc2ccccc2C(F)(F)F)Cc3nc(co3)C(=O)NCC[NH+](C)C,0,1,-9,36.02358365
633,C[C@H]1CCCN(C1)c2ccc(cc2)CNC(=O)[C@@H]3CCC[NH+](C3)Cc4c(cccc4Cl)F,0,1,-9.4,18.37665343
634,CC1=N[C@@H](SC1)SCc2ccccc2C(=O)O[C@@H](c3ccccc3)C(=O)C4=c5ccccc5=[NH+]C4,0,1,-8.8,32.77880478
635,CC(C)c1ccc(cc1)/C=N/N2[C@H]([NH+]=NC2=S)c3ccc(cc3)Cl,0,1,-8.7,8.550811529
636,Cc1ccc2c(c1)C3=C([C@@H](n4c(nnn4)N3)c5ccc(cc5)F)[C@@H](O2)c6ccc(c(c6)Cl)Cl,0,1,-8.3,13.21348834
637,C[C@H]1c2cc(c(cc2OC(=O)[C@H]1CC(=O)NCCC3=c4cc(ccc4=[NH+]C3)F)OCC(=C)C)Cl,0,1,-7.8,25.13734388
638,C[C@@H]1C[C@H]1NS(=O)(=O)c2cc(cc(c2Br)N)Cl,0,1,-6.6,6.042818546
639,C[C@H](CC(C)C)Nc1nc2ccc(cc2s1)N,0,1,-7.2,5.539314508
640,c1ccc(c(c1)N2C(=O)/C(=C/c3ccc(cc3Cl)Cl)/SC2=S)I,0,1,-6.9,6.658501387
641,CC[C@@H](C)[C@@H](C)n1c2ccc(cc2nc1C(C)C)N,0,1,-7.3,5.907288551
642,Cc1ccc(cc1)[C@H]2c3c(n[nH]c3NC(=O)[C@H](S2)C)C,0,1,-8.7,4.719637632
643,C[C@H](c1ccc(cc1)Cl)[NH2+]CC[C@]2(CCO[C@H](C2)C(C)C)c3ccccc3OC,0,1,-9.9,17.69533205
644,Cc1ccc(cc1)SC2=c3ccccc3=[NH+][C@H]2C(=O)NCCc4ccccc4,0,1,-8.2,14.76746464
645,Cc1ccc2c(c1)[C@]3(C(=O)N2)N(C(=O)[C@H](S3)C)c4ccc(cc4)Cl,0,1,-9.3,7.731298685
646,Cc1cc(nc(c1C(=O)[O-])SCC(=O)c2cc(n(c2C)CCc3ccc(cc3)F)C)C,0,1,-9.2,20.28902268
647,CSc1nc(c(s1)N)c2ccccc2F,0,1,-6.7,4.328990459
648,C[C@H]1CCC[C@@H](C1)NC(=O)CCc2ccccc2N,0,1,-8.3,7.552024364
649,Cn1c2ccc(cc2nc1c3ccccc3N)Br,0,1,-7.7,4.485941887
650,CC(=O)c1ccc(s1)C(=O)Nc2cc(cc3c2nccc3)Cl,0,1,-9.3,7.103236675
651,C[C@@H](CCC=C(C)C)C[NH+]1CCC(CC1)(c2ccc3c(c2)cc(o3)C(=O)N4CCSCC4)O,0,1,-8.8,19.01274037
652,CSc1ncc(c(n1)C(F)(F)F)C(=O)Nc2cccc(c2)F,0,1,-7.7,8.29666853
653,CC[C@H](C(=O)Nc1c(c2c(s1)C[C@@H](CC2)C)C#N)Br,0,1,-7.1,5.447559118
654,c1ccc2c(c1)c(ccc2I)N,0,1,-6.7,2.551569462
655,Cc1c(c(n(n1)c2ccccc2)Oc3ccc(cc3)Cl)C[NH+](Cc4ccco4)C[C@@H](COCC=C)O,0,1,-7.1,41.39009428
656,CCOC(=O)c1c2c(sc1NC(=O)CCSc3nnc(n3CC=C)CNc4ccc(cc4)C)CCC2,0,1,-8.4,41.21501279
657,c1c[nH+]cc(c1NC2CCCCCCC2)S(=O)(=O)/N=C(\C[N+](=O)[O-])/NC3CCCCC3,0,1,-8.6,23.10385227
658,C[C@H]1CCC[C@H](C1)c2nc3c(s2)[C@@H](CCC3)O,0,1,-8,4.331030846
659,C[C@@H](CCc1ccccc1)N2CC(=O)N3[C@H](C2=O)CC4=c5ccccc5=[NH+][C@@H]4[C@@H]3c6ccc(cc6)C(C)C,0,1,-9.4,22.49674654
660,Cc1ccc(cc1)c2ccc3c(c2)cc(o3)C[NH+]4CCCN(CC4)Cc5ccc(cc5)C(F)(F)F,0,1,-10.5,19.44974613
661,C[C@H](c1ccc(c(c1)F)F)NC(=O)[C@H]2[C@@H](C2(C)C)C=C(C)C,0,1,-8.7,7.275909901
662,Cc1c(cccc1N)CO[C@@H]2C[C@@H](CC(C2)(C)C)C,0,1,-8.5,5.413964987
663,Cc1cc(c(c(c1)C)c2csc(n2)NC(=O)C3CCN(CC3)C(=O)c4cccs4)C,0,1,-9.7,14.72512436
664,CCC(C)(C)[C@H]1CCc2c(c(c3cc(ccc3[nH+]2)Cl)c4ccccc4F)C1,0,1,-7.6,8.735858679
665,c1ccnc(c1)S[C@@H]\2CC/C=C/CC/C=C/CC/C2=N\O,0,1,-7.7,5.521770716
